name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical
avspa;Alien vs. Predator (Asia 940520);1994;Capcom;NO;avsp;YES;avsp;-;YES;NO;NO;-;NO
avspirit;Avenging Spirit;1991;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
avspj;Alien vs. Predator (Japan 940520);1994;Capcom;NO;avsp;YES;avsp;-;YES;NO;NO;-;NO
avspu;Alien vs. Predator (USA 940520);1994;Capcom;NO;avsp;YES;avsp;-;YES;NO;NO;-;NO
aztarac;Aztarac;1983;Centuri;YES;-;NO;-;-;YES;NO;NO;-;NO
azurian;Azurian Attack;1982;Rait Electronics Ltd;YES;-;NO;-;galaxian;YES;NO;NO;-;NO
baddudes;Bad Dudes vs. Dragonninja (US);1988;Data East USA;YES;-;NO;-;-;YES;NO;NO;-;NO
badlands;Bad Lands;1989;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
bagman;Bagman;1982;Valadon Automation;YES;-;NO;-;-;YES;NO;NO;-;NO
bagmanmc;Bagman (bootleg on Moon Cresta hardware, set 1);1982;bootleg;NO;bagman;YES;bagman;galaxian;YES;NO;NO;-;NO
bagmans;Bagman (Stern Electronics, set 1);1982;Valadon Automation (Stern Electronics license);NO;bagman;YES;bagman;-;YES;NO;NO;-;NO
bagmans2;Bagman (Stern Electronics, set 2);1982;Valadon Automation (Stern Electronics license);NO;bagman;YES;bagman;-;YES;NO;NO;-;NO
bagnard;Le Bagnard (set 1);1982;Valadon Automation;NO;bagman;YES;bagman;-;YES;NO;NO;-;NO
bakubaku;Baku Baku Animal (J 950407 V1.000);1995;Sega;YES;stvbios;NO;-;-;YES;NO;NO;stvbios;NO
bakubrkr;Bakuretsu Breaker;1992;Kaneko;NO;explbrkr;YES;explbrkr;-;YES;NO;NO;-;NO
bakutotu;Bakutotsu Kijuutei;1988;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
balcube;Bal Cube;1996;Metro;YES;-;NO;-;-;YES;NO;NO;-;NO
ballbomb;Balloon Bomber;1980;Taito;YES;-;NO;-;invaders;YES;NO;NO;-;NO
ballbros;Balloon Brothers;1992;East Technology;YES;-;NO;-;-;YES;NO;NO;-;NO
balonfgt;Vs. Balloon Fight (set BF4 A-3);1984;Nintendo;YES;-;NO;-;-;YES;NO;NO;-;NO
baluba;Baluba-louk no Densetsu (Japan);1986;Able Corp, Ltd.;YES;-;NO;-;-;YES;NO;NO;-;NO
bandido;Bandido;1980;Nintendo (Exidy license);NO;sheriff;YES;sheriff;-;YES;NO;NO;-;NO
bang;Bang!;1998;Gaelco;YES;-;NO;-;-;YES;NO;NO;-;NO
bangball;Bang Bang Ball (v1.05);1996;Banpresto / Kunihiko Tashiro+Goodhouse;YES;-;NO;-;-;YES;NO;NO;-;NO
bangbead;Bang Bead;2000;Visco;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
bangj;Gun Gabacho (Japan);1998;Gaelco;NO;bang;YES;bang;-;YES;NO;NO;-;NO
bankp;Bank Panic;1984;Sanritsu / Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
baraduka;Baraduke (set 2);1985;Namco;NO;baraduke;YES;baraduke;-;YES;NO;NO;-;NO
baraduke;Baraduke;1985;Namco;NO;aliensec;YES;aliensec;-;YES;NO;NO;-;NO
barricad;Barricade;1976;Ramtek;YES;-;NO;-;-;YES;NO;NO;-;NO
barrier;Barrier;1979;Cinematronics (Vectorbeam license);YES;-;NO;-;barrier;YES;NO;NO;-;NO
basebal2;Baseball: The Season II;1987;Cinematronics;YES;-;NO;-;-;YES;NO;NO;-;NO
batcir;Battle Circuit (Euro 970319);1997;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
batcira;Battle Circuit (Asia 970319);1997;Capcom;NO;batcir;YES;batcir;-;YES;NO;NO;-;NO
batcirj;Battle Circuit (Japan 970319);1997;Capcom;NO;batcir;YES;batcir;-;YES;NO;NO;-;NO
batman;Batman;1991;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
batman2;Batman Part 2;1981;bootleg;NO;phoenix;YES;phoenix;galaxian;YES;NO;NO;-;NO
batmanfr;Batman Forever (JUE 960507 V1.000);1996;Acclaim;YES;stvbios;NO;-;-;YES;NO;NO;stvbios;NO
batrider;Armed Police Batrider (Europe) (Fri Feb 13 1998);1998;Raizing / Eighting;YES;-;NO;-;-;YES;NO;NO;-;NO
batridra;Armed Police Batrider (Japan) (Mon Dec 22 1997);1998;Raizing / Eighting;NO;batrider;YES;batrider;-;YES;NO;NO;-;NO
batridrk;Armed Police Batrider (Korea) (Fri Feb 13 1998);1998;Raizing / Eighting;NO;batrider;YES;batrider;-;YES;NO;NO;-;NO
batsugun;Batsugun;1993;Toaplan;YES;-;NO;-;-;YES;NO;NO;-;NO
battlan2;Battle Lane! Vol. 5 (set 2);1986;Technos Japan (Taito license);NO;battlane;YES;battlane;-;YES;NO;NO;-;NO
battlan3;Battle Lane! Vol. 5 (set 3);1986;Technos Japan (Taito license);NO;battlane;YES;battlane;-;YES;NO;NO;-;NO
battlane;Battle Lane! Vol. 5 (set 1);1986;Technos Japan (Taito license);YES;-;NO;-;-;YES;NO;NO;-;NO
battlcry;Battlecry (Version E);1991;Home Data;YES;-;NO;-;-;YES;NO;NO;-;NO
battleg;Battle Garegga - Type 2 (Denmark / China) (Tue Apr 2 1996);1996;Raizing / Eighting;YES;-;NO;-;-;YES;NO;NO;-;NO
battlega;Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996);1996;Raizing / Eighting;NO;battleg;YES;battleg;-;YES;NO;NO;-;NO
battlegb;Battle Garegga (Austria / Hong Kong) (Sat Mar 2 1996);1996;Raizing / Eighting;NO;battleg;YES;battleg;-;YES;NO;NO;-;NO
battlera;Battle Rangers (World);1988;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
battles;Battles (set 1);1982;bootleg;NO;xevious;YES;xevious;battles;YES;NO;NO;-;NO
battlex;Battle Cross;1982;Omori Electric Co., Ltd.;YES;-;NO;-;-;YES;NO;NO;-;NO
battlntj;Battlantis (Japan);1987;Konami;NO;battlnts;YES;battlnts;-;YES;NO;NO;-;NO
battlnts;Battlantis (program code G);1987;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
battroad;The Battle-Road;1984;Irem;YES;-;NO;-;-;YES;NO;NO;-;NO
batugnsp;Batsugun (Special Ver.);1993;Toaplan;NO;batsugun;YES;batsugun;-;YES;NO;NO;-;NO
batwings;Battle Wings (alt);1984;Data East Corporation;NO;bwing;YES;bwing;-;YES;NO;NO;-;NO
bayroute;Bay Route (set 3, World) (FD1094 317-0116);1989;Sunsoft / Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
bayrtbl1;Bay Route (bootleg set 1);1989;bootleg;NO;bayroute;YES;bayroute;-;YES;NO;NO;-;NO
bayrtbl2;Bay Route (bootleg set 2);1989;bootleg;NO;bayroute;YES;bayroute;-;YES;NO;NO;-;NO
bbakradu;Battle Bakraid - Unlimited Version (Japan) (Tue Jun 8 1999);1999;Eighting;NO;bbakraid;YES;bbakraid;-;YES;NO;NO;-;NO
bbakraid;Battle Bakraid - Unlimited Version (USA) (Tue Jun 8 1999);1999;Eighting;YES;-;NO;-;-;YES;NO;NO;-;NO
bbbxing;Best Bout Boxing;1994;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
bbmanw;Bomber Man World / New Dyna Blaster - Global Quest;1992;Irem;YES;-;NO;-;-;YES;NO;NO;-;NO
bbmanwj;Bomber Man World (Japan);1992;Irem;NO;bbmanw;YES;bbmanw;-;YES;NO;NO;-;NO
bbonk;Bigfoot Bonkers;1976;Meadows Games, Inc.;YES;-;NO;-;-;YES;NO;NO;-;NO
bbprot;unknown fighting game 'BB' (prototype);199?;unknown;YES;-;NO;-;-;YES;NO;NO;-;NO
bbros;Buster Bros. (USA);1989;Mitchell (Capcom license);NO;pang;YES;pang;-;YES;NO;NO;-;NO
bbusters;Beast Busters (World);1989;SNK;YES;-;NO;-;-;YES;NO;NO;-;NO
bchopper;Battle Chopper;1987;Irem;YES;-;NO;-;-;YES;NO;NO;-;NO
bcrusher;Bone Crusher;1985;bootleg;NO;kncljoe;YES;kncljoe;-;YES;NO;NO;-;NO
bcruzm12;Battle Cruiser M-12;1983;Sigma Enterprises Inc.;YES;-;NO;-;-;YES;NO;NO;-;NO
bcstry;B.C. Story (set 1);1997;SemiCom / Tirano;YES;-;NO;-;-;YES;NO;NO;-;NO
beaminv;Beam Invader;1979;Teknon Kogyo;YES;-;NO;-;-;YES;NO;NO;-;NO
beastf;Beastie Feastie;1984;Epos Corporation;NO;suprglob;YES;suprglob;-;YES;NO;NO;-;NO
beastrzb;Beastorizer (USA bootleg);1997;bootleg;YES;psarc95;NO;-;-;YES;NO;NO;psarc95;NO
beastrzr;Beastorizer (USA);1997;Eighting / Raizing;YES;coh1002e;NO;-;-;YES;NO;NO;coh1002e;NO
beathead;BeatHead (prototype);1993;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
beezer;Beezer (set 1);1982;Tong Electronic;YES;-;NO;-;-;YES;NO;NO;-;NO
beezer1;Beezer (set 2);1982;Tong Electronic;NO;beezer;YES;beezer;-;YES;NO;NO;-;NO
benberob;Ben Bero Beh (Japan);1984;Taito;YES;-;NO;-;-;YES;NO;NO;-;NO
berabohm;Beraboh Man (Japan, Rev C);1988;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
beraboho;Beraboh Man (Japan version B);1988;Namco;NO;berabohm;YES;berabohm;-;YES;NO;NO;-;NO
berlwall;The Berlin Wall;1991;Kaneko;YES;-;NO;-;-;YES;NO;NO;-;NO
berlwalt;The Berlin Wall (bootleg ?);1991;Kaneko;NO;berlwall;YES;berlwall;-;YES;NO;NO;-;NO
bermudaa;Bermuda Triangle (World Wars) (US);1987;SNK;NO;worldwar;YES;worldwar;-;YES;NO;NO;-;NO
bermudao;Bermuda Triangle (Japan old version);1987;SNK;NO;bermudat;YES;bermudat;-;YES;NO;NO;-;NO
bermudat;Bermuda Triangle (World?);1987;SNK;YES;-;NO;-;-;YES;NO;NO;-;NO
berzerk;Berzerk (set 1);1980;Stern Electronics;YES;-;NO;-;-;YES;NO;NO;-;NO
berzerk1;Berzerk (set 2);1980;Stern Electronics;NO;berzerk;YES;berzerk;berzerk;YES;NO;NO;-;NO
bigbang;Big Bang (9th Nov. 1993);1993;NMK;NO;tdragon2;YES;tdragon2;-;YES;NO;NO;-;NO
bigevglf;Big Event Golf (US);1986;Taito America Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
bigkarnk;Big Karnak;1991;Gaelco;YES;-;NO;-;-;YES;NO;NO;-;NO
bigprowr;The Big Pro Wrestling!;1983;Technos Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
bigrun;Big Run (11th Rallye version);1989;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
bigstrik;Big Striker;1992;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
bigstrkb;Big Striker (bootleg);1992;bootleg;NO;bigstrik;YES;bigstrik;-;YES;NO;NO;-;NO
billiard;The Billiards (Video Hustler bootleg);1981;bootleg;NO;hustler;YES;hustler;-;YES;NO;NO;-;NO
bioatack;Bio Attack;1983;Taito Corporation (Fox Video Games license);YES;-;NO;-;-;YES;NO;NO;-;NO
biofreak;BioFreaks (prototype);1997;Midway Games;YES;-;NO;-;-;YES;NO;NO;-;NO
biomtoy;Biomechanical Toy (Ver. 1.0.1885);1995;Gaelco;YES;-;NO;-;-;YES;NO;NO;-;NO
bionicc;Bionic Commando (Euro);1987;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
bionicc2;Bionic Commando (US set 2);1987;Capcom;NO;bionicc;YES;bionicc;-;YES;NO;NO;-;NO
bioship;Bio-ship Paladin;1990;UPL (American Sammy license);YES;-;NO;-;-;YES;NO;NO;-;NO
birdtry;Birdie Try (Japan);1988;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
bishi;Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players);1996;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bjourney;Blue's Journey / Raguy (ALM-001 ~ ALH-001);1990;Alpha Denshi Co.;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
bjtwin;Bombjack Twin (set 1);1993;NMK;YES;-;NO;-;-;YES;NO;NO;-;NO
bking;Birdie King;1982;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
bking2;Birdie King 2;1983;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
bking3;Birdie King 3;1984;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
bktigerb;Black Tiger (bootleg);1987;bootleg;NO;blktiger;YES;blktiger;-;YES;NO;NO;-;NO
bladestl;Blades of Steel (version T);1987;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bladstle;Blades of Steel (version E);1987;Konami;NO;bladestl;YES;bladestl;-;YES;NO;NO;-;NO
blasted;Blasted;1988;Bally Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
blaster;Blaster;1983;Williams / Vid Kidz;YES;-;NO;-;-;YES;NO;NO;-;NO
blastkit;Blaster (kit);1983;Williams;NO;blaster;YES;blaster;-;YES;NO;NO;-;NO
blasto;Blasto;1978;Gremlin;YES;-;NO;-;blockade;YES;NO;NO;-;NO
blastoff;Blast Off (Japan);1989;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
blazeon;Blaze On (Japan);1992;A.I (Atlus license);YES;-;NO;-;-;YES;NO;NO;-;NO
blazer;Blazer (Japan);1987;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
blazstar;Blazing Star;1998;Yumekobo;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
blckgalb;Block Gal (bootleg);1987;bootleg;NO;blockgal;YES;blockgal;-;YES;NO;NO;-;NO
blckout2;Block Out (set 2);1989;Technos Japan + California Dreams;NO;blockout;YES;blockout;-;YES;NO;NO;-;NO
blckoutj;Block Out (Japan);1989;Technos Japan + California Dreams;NO;blockout;YES;blockout;-;YES;NO;NO;-;NO
bldwolf;Bloody Wolf (US);1988;Data East USA;NO;battlera;YES;battlera;-;YES;NO;NO;-;NO
blitz;NFL Blitz (boot ROM 1.2);1997;Midway Games;YES;-;NO;-;-;YES;NO;NO;-;NO
blitz2k;NFL Blitz 2000 Gold Edition (ver 1.2, Sep 22 1999);1999;Midway Games;YES;-;NO;-;-;YES;NO;NO;-;NO
blitz99;NFL Blitz '99 (ver 1.30, Sep 22 1998);1998;Midway Games;YES;-;NO;-;-;YES;NO;NO;-;NO
blkbustr;BlockBuster;1983;Kiwako (ECI license);NO;mrjong;YES;mrjong;-;YES;NO;NO;-;NO
blkdrgnb;Black Dragon (bootleg);1987;bootleg;NO;blktiger;YES;blktiger;-;YES;NO;NO;-;NO
blkdrgon;Black Dragon (Japan);1987;Capcom;NO;blktiger;YES;blktiger;-;YES;NO;NO;-;NO
blkhearj;Black Heart (Japan);1991;UPL;NO;blkheart;YES;blkheart;-;YES;NO;NO;-;NO
blkheart;Black Heart;1991;UPL;YES;-;NO;-;-;YES;NO;NO;-;NO
blkhole;Black Hole;1981;TDS & MINTS;YES;-;NO;-;galaxian;YES;NO;NO;-;NO
blkpnthr;Black Panther;1987;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
blktiger;Black Tiger;1987;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
blmbycar;Blomby Car;1994;ABM & Gecas;YES;-;NO;-;-;YES;NO;NO;-;NO
blmbycau;Blomby Car (not encrypted);1994;ABM & Gecas;NO;blmbycar;YES;blmbycar;-;YES;NO;NO;-;NO
block;Block Block (World 911219 Joystick);1991;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
blocka;Block Block (World 910910);1991;Capcom;NO;block;YES;block;-;YES;NO;NO;-;NO
blockade;Blockade;1976;Gremlin;YES;-;NO;-;blockade;YES;NO;NO;-;NO
blockbl;Block Block (bootleg);1991;bootleg;NO;block;YES;block;-;YES;NO;NO;-;NO
blockcar;Block Carnival / Thunder & Lightning 2;1992;Visco;YES;-;NO;-;-;YES;NO;NO;-;NO
blocken;Blocken (Japan);1994;Visco / KID;YES;-;NO;-;-;YES;NO;NO;-;NO
blockhl;Block Hole;1989;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
blockj;Block Block (Japan 910910);1991;Capcom;NO;block;YES;block;-;YES;NO;NO;-;NO
blockout;Block Out (set 1);1989;Technos Japan / California Dreams;YES;-;NO;-;-;YES;NO;NO;-;NO
bloodbro;Blood Bros. (World?);1990;TAD Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
bloods11;Blood Storm (v1.10);1994;Strata/Incredible Technologies;NO;bloodstm;YES;bloodstm;-;YES;NO;NO;-;NO
bloods21;Blood Storm (v2.10);1994;Strata/Incredible Technologies;NO;bloodstm;YES;bloodstm;-;YES;NO;NO;-;NO
bloods22;Blood Storm (v2.20);1994;Strata/Incredible Technologies;NO;bloodstm;YES;bloodstm;-;YES;NO;NO;-;NO
bloodstm;Blood Storm (v2.22);1994;Strata/Incredible Technologies;YES;-;NO;-;-;YES;NO;NO;-;NO
bloodwar;Blood Warrior;1994;Kaneko;YES;-;NO;-;-;YES;NO;NO;-;NO
bloxeed;Bloxeed (Japan) (FD1094 317-0139);1989;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
bloxeedc;Bloxeed (World, C System);1989;Sega / Elorg;NO;bloxeed;YES;bloxeed;-;YES;NO;NO;-;NO
blsthead;Blasteroids (with heads);1987;Atari Games;NO;blstroid;YES;blstroid;-;YES;NO;NO;-;NO
blstroi2;Blasteroids (rev 2);1987;Atari Games;NO;blstroid;YES;blstroid;-;YES;NO;NO;-;NO
blstroi3;Blasteroids (rev 3);1987;Atari Games;NO;blstroid;YES;blstroid;-;YES;NO;NO;-;NO
blstroid;Blasteroids (rev 4);1987;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
blstroig;Blasteroids (German, rev 2);1987;Atari Games;NO;blstroid;YES;blstroid;-;YES;NO;NO;-;NO
blswhstl;Bells & Whistles (World, version L);1991;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bluehawk;Blue Hawk;1993;Dooyong;YES;-;NO;-;-;YES;NO;NO;-;NO
bluehawn;Blue Hawk (NTC);1993;[Dooyong] (NTC license);NO;bluehawk;YES;bluehawk;-;YES;NO;NO;-;NO
blueprnj;Blue Print (Jaleco);1982;[Zilec Electronics] Jaleco;NO;blueprnt;YES;blueprnt;-;YES;NO;NO;-;NO
blueprnt;Blue Print (Midway);1982;Zilec Electronics / Bally Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
blueshrk;Blue Shark;1978;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
blzntrnd;Blazing Tornado;1994;Human Amusement;YES;-;NO;-;-;YES;NO;NO;-;NO
bm1stmix;beatmania (ver JA-B);1997;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bm2ndmix;beatmania 2nd MIX (ver JA-B);1998;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bm2ndmxa;beatmania 2nd MIX (ver JA-A);1998;Konami;NO;bm2ndmix;YES;bm2ndmix;-;YES;NO;NO;-;NO
bm4thmix;beatmania 4th MIX (ver JA-A);1999;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bmaster;Blade Master (World);1991;Irem;YES;-;NO;-;-;YES;NO;NO;-;NO
bmcompm2;beatmania complete MIX 2 (ver JA-A);2000;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bmcompmx;beatmania complete MIX (ver JA-B);1999;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bmcorerm;beatmania CORE REMIX (ver JA-A);2000;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bmdct;beatmania featuring Dreams Come True (ver JA-A);2000;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bnglngby;Vs. Raid on Bungeling Bay (RD4-2 B);1985;Nintendo / Broderbund Software Inc.;YES;-;NO;-;-;YES;NO;NO;-;NO
bnj;Bump 'n' Jump;1982;Data East USA;NO;brubber;YES;brubber;-;YES;NO;NO;-;NO
bnzabros;Bonanza Bros (US, Floppy DS3-5000-07d? Based);1990;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
boblbobl;Bobble Bobble (bootleg of Bubble Bobble);1986;bootleg;NO;bublbobl;YES;bublbobl;-;YES;NO;NO;-;NO
bodyslam;Body Slam (8751 317-0015);1986;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
bogeyman;Bogey Manor;1985;Technos Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
boggy84;Boggy '84;1983;Kaneko;YES;-;NO;-;-;YES;NO;NO;-;NO
bombbee;Bomb Bee;1979;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
bombjac2;Bomb Jack (set 2);1984;Tehkan;NO;bombjack;YES;bombjack;-;YES;NO;NO;-;NO
bombjack;Bomb Jack (set 1);1984;Tehkan;YES;-;NO;-;-;YES;NO;NO;-;NO
bombrman;Bomber Man (Japan);1991;Irem (licensed from Hudson Soft);NO;dynablst;YES;dynablst;-;YES;NO;NO;-;NO
bonkadv;B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin;1994;Kaneko;YES;-;NO;-;-;YES;NO;NO;-;NO
bonzeadu;Bonze Adventure (US);1988;Taito America Corporation;NO;bonzeadv;YES;bonzeadv;-;YES;NO;NO;-;NO
bonzeadv;Bonze Adventure (World, Newer);1988;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
boomrang;Boomer Rang'r / Genesis (set 1);1983;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
bootcamp;Boot Camp (set 1);1987;Konami;NO;combatsc;YES;combatsc;-;YES;NO;NO;-;NO
boothill;Boot Hill;1977;Dave Nutting Associates / Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
borench;Borench (set 1);1990;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
bosco;Bosconian (new version);1981;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
boscomd;Bosconian (Midway, new version);1981;Namco (Midway license);NO;bosco;YES;bosco;bosco;YES;NO;NO;-;NO
boscomdo;Bosconian (Midway, old version);1981;Namco (Midway license);NO;bosco;YES;bosco;bosco;YES;NO;NO;-;NO
boscoo;Bosconian (old version);1981;Namco;NO;bosco;YES;bosco;bosco;YES;NO;NO;-;NO
boscoo2;Bosconian (older version);1981;Namco;NO;bosco;YES;bosco;bosco;YES;NO;NO;-;NO
bottom9;Bottom of the Ninth (version T);1989;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
bottom9n;Bottom of the Ninth (version N);1989;Konami;NO;bottom9;YES;bottom9;-;YES;NO;NO;-;NO
bouldash;Boulder Dash / Boulder Dash Part 2 (World);1990;Data East Corporation (licensed from First Star);YES;-;NO;-;-;YES;NO;NO;-;NO
bouldshj;Boulder Dash / Boulder Dash Part 2 (Japan);1990;Data East Corporation (licensed from First Star);NO;bouldash;YES;bouldash;-;YES;NO;NO;-;NO
bounty;The Bounty (set 1);1982;Orca;YES;-;NO;-;-;YES;NO;NO;-;NO
bowler;Bowling Alley;1978;Midway;YES;-;NO;-;-;YES;NO;NO;-;NO
bowlrama;Bowl-O-Rama Rev 1.0;1991;P&P Marketing;YES;-;NO;-;-;YES;NO;NO;-;NO
boxer;Boxer (prototype);1978;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
boxingb;Boxing Bugs;1981;Cinematronics;YES;-;NO;-;boxingb;YES;NO;NO;-;NO
boxyboy;Boxy Boy (SB?);1990;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
bradley;Bradley Trainer;1980;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
brain;Brain;1986;Coreland / Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
brapboys;B.Rap Boys (World);1992;Kaneko;YES;-;NO;-;-;YES;NO;NO;-;NO
brdrlinb;Borderline (Karateco bootleg);1981;bootleg (Karateco);NO;brdrline;YES;brdrline;brdrline;YES;NO;NO;-;NO
breakers;Breakers;1996;Visco;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
breakrev;Breakers Revenge;1998;Visco;YES;neogeo;NO;breakers;-;YES;NO;NO;neogeo;NO
breywood;Breywood (Japan revision 2);1986;Data East Corporation;NO;shackled;YES;shackled;-;YES;NO;NO;-;NO
brickyrd;Brickyard;1976;Ramtek;NO;barricad;YES;barricad;-;YES;NO;NO;-;NO
brickzn;Brick Zone (v6.0, Joystick);1992;SunA;YES;-;NO;-;-;YES;NO;NO;-;NO
brickzn3;Brick Zone (v4.0);1992;SunA;NO;brickzn;YES;brickzn;-;YES;NO;NO;-;NO
brival;Burning Rival (World);1992;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
brix;Brix;1982;Cinematronics / Advanced Microcomputer Systems;NO;zzyzzyxx;YES;zzyzzyxx;-;YES;NO;NO;-;NO
brkthru;Break Thru (US);1986;Data East USA;YES;-;NO;-;-;YES;NO;NO;-;NO
brkthruj;Kyohkoh-Toppa (Japan);1986;Data East Corporation;NO;brkthru;YES;brkthru;-;YES;NO;NO;-;NO
brubber;Burnin' Rubber;1982;Data East;YES;-;NO;-;-;YES;NO;NO;-;NO
brutforc;Brute Force;1991;Leland Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
brvblade;Brave Blade (World);2000;Eighting / Raizing;YES;coh1002m;NO;-;-;YES;NO;NO;coh1002m;NO
bshark;Battle Shark (World);1989;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
bsharkj;Battle Shark (Japan);1989;Taito Corporation;NO;bshark;YES;bshark;-;YES;NO;NO;-;NO
bsktball;Basketball;1979;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
bssoccer;Back Street Soccer (KRB-0031 PCB);1996;SunA (Unico license);YES;-;NO;-;-;YES;NO;NO;-;NO
bstars;Baseball Stars Professional (NGM-002);1990;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
bstars2;Baseball Stars 2;1992;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
btime;Burger Time (Data East set 1);1982;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
btime2;Burger Time (Data East set 2);1982;Data East Corporation;NO;btime;YES;btime;-;YES;NO;NO;-;NO
btimem;Burger Time (Midway);1982;Data East (Bally Midway license);NO;btime;YES;btime;-;YES;NO;NO;-;NO
btlecity;Vs. Battle City;1985;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
btlfield;Battle Field (Japan);1987;Alpha Denshi Co. (SNK license);NO;timesold;YES;timesold;-;YES;NO;NO;-;NO
btlkroad;Battle K-Road;1994;Psikyo;YES;-;NO;-;-;YES;NO;NO;-;NO
btoads;Battletoads;1994;Rare / Electronic Arts;YES;-;NO;-;-;YES;NO;NO;-;NO
bubblem;Bubble Memories: The Story Of Bubble Bobble III (Ver 2.4O 1996/02/15);1995;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
bubblemj;Bubble Memories: The Story Of Bubble Bobble III (Ver 2.3J 1996/02/07);1995;Taito Corporation;NO;bubblem;YES;bubblem;-;YES;NO;NO;-;NO
bubbles;Bubbles;1982;Williams;YES;-;NO;-;-;YES;NO;NO;-;NO
bubblesp;Bubbles (prototype version);1982;Williams;NO;bubbles;YES;bubbles;-;YES;NO;NO;-;NO
bubblesr;Bubbles (Solid Red label);1982;Williams;NO;bubbles;YES;bubbles;-;YES;NO;NO;-;NO
